Unnamed: 0,input,output,has_symptoms,allergens,labels
233,"Hi there I have recently had some allergic reaction to an unknown source,I have never had allergies before...once was one month ago when my face,arms and neck came up in itchy red bumps that looked like mosquito bites in a red angry rash ,then just the other day I noticed the same thing on my arms and hands starting to itch and then I went to bed and in the morning I was covered on my face arms and ears,neck in the same angry red rash but his time my face was swollen with fluid,and I looked disfigured.I went to gp and he put me on prednisilone and he said my bp was 84 over 65 which is low,I can t get into a allergist till April and iam terrified to eAt or touch anything as I live on mynwon with a five year old and my new baby.can I ask can a topical thing like suncream cause a reaction like this or bleach tablets which I had been overusing in washing machine and to clean my house with do this?? Or does it sound more like a food allergy .I had also been using some shungite rocks to filter my water thru before this all started,but they are meant to stop allergic reactions and purify water???","Hi there, you are definitely suffering from an allergic reaction and as you have pointed out it could be the bleach or any other new thing that you have been eating or using these days though bleach seems more likely. You need to stop doing or using anything new and see if you are feeling any better. Once this episode subsides then you can start using one thing at a time to see what you are allergic to. In the meanwhile use anti histamines, prednisolone and calamine lotion on the rashes to decrease itching. Take care.",1,mosquito,Insect
234,"Hi Doctor, I have a nasal allergy (from dust, old dust, smoke and pollens) i kept on sneezing when weather changes mostly in the morning when i wake up I sneeze a lot. my local doctor has prescribed Montair FX, Defcort 6(3days) and a Duonase Nasal Spray for 20 days. Please advise if we have any permanent solution to it. Also is it hereditary? Please advise.","HelloFrankly speaking, there is no permanent cure for allergy. If once you contract allergy, there is bound to develop allergy, so avoidance help great.2nd answer, yes to some extent allergy is a hereditary disease. These measures may help you. Wash all bed covers in hot cycle every week. Treat carpets w/carbides or tannin acid. Clean upholstered furniture thoroughly or replace w /leather furniture. Keep dust-accumulating objects in dust cupboard. Replace curtains /blinds & easily washable curtains. Use vacuum cleaner Encase mattress, pillows & quilt in impermeable oversleep pets out of house & living bed roomsInstall air conditioner or dehumidifier When such patient visit I prescribe only montelukast +albuterol tablet once or twice in day depending on severity of symptoms. I don't prescribe effort like Chat Doctor.",1,"dust, pollens",Environmental
235,"HelloI have dust allergy, off late it is becoming worse, especially at my home (it is on the 1st floor with roads nearby not tarred and with rainy reasons things have become more worse...i am fine when i am in office (i do not sneeze once and there is hardly running nose), but when i am in office both the symptoms are there.regardsSunny","Hello dear, The symptoms as mentioned in your post suggest that you might be having Allergic rhinitis. Management includes",1,dust,Environmental
236,"I have had a cough for many months that comes and goes and is a result of an itchy throat , doctors had prescribed me as asthmatic and I used an inhaler that worked and my cough got better and whenever I get a cold my cougChatDoctores back. It feels like I have dust in my throat. This as I said has been going on for a while and I have been back about 6 - 7 times in the last year with the cough going away and then coming back again. They are not very helpful and say that because I am 27, a non smoker and live a relatively healthy life it is asthma - I am not convinced. A new symptom has now arisen - I have a lot of phlegm and my nose has been bleeding on an off for a week or so - this i assumed was because I was blowing my nose too much but in the last couple of days the blood is thickening and becoming strands that look like worms and then come up with clear phlegm. I have read a few internet blogs saying that they are parasitic worms, they do look like worms but are not moving. They look like blood clots but wanted to double check if there is something that I can do about them or if they are a final result of my coughing and blowing my nose. Once the blood comes up my nasal passage feels a lot clearer. If you can help that would be amazing. As a backgroud - I was bron with a cleft palat that was only diagnosed when I was four as I did not have the lip thing. I have subsequently had problems with my ears and nose and often find it hard to breathe through my nose and suffer from allergies during the summer.","Hello, Thank you for writing to us. It does seem that you have moderate to severe persistent rhinitis/rhinosinusitis. House dust mite allergy must definitely be excluded. You can get skin prick tests or specific IGE blood tests to know all your allergies. Blood mixed with nasal secretions can appear like streaks and are NOT worms. If you have parasitic disease in your airways and coming out of the nose, it happens in tropical pulmonary eosinophilic due to filial worms and believe me, you will be quite unwell! Long acting oral antihistamines plus nasal sprays (either Flonase or flumast-AZ with elastane) 2 sprays per nostril twice daily for 2 months is the initial treatment duration for severe house dust mite allergy. I hope this was useful. Best Wishes.",1,dust,Environmental
237,"My daughter is 26 years old, healthy. Has had a few allergy related conditions, but today she has very read swollen face and eyes. She has not used anything different on her face, no different products. But the swelling and redness and blotchiness is quite extreme.","Hello, Welcome to Chat Doctor, The symptoms of your daughter suggests me that she is a severe allergic reaction. She needs to test her blood for absolute eosinophil count (AEC) to confirm for the presence of allergic reactions. I would suggest you to undergo skin prick test with different allergens like dust, pollen, mite, food and chemicals. By identifying the allergens causing the symptoms, your daughter can avoid the allergens. If it is not possible to avoid she can go for immunotherapy. Thank you.",1,"dust, pollen",Environmental
238,My daughter was treated with hives last night having had a shot of predizilone and benadryl. She returned home no problem and slept great. At about 5 a.m. she woke up very irate saying she was itchy and we discovered that the skin reacting had returned and it was all over the body. What should I do to ensure that this rash does not return or should we keep treating it with benadryl? Should we take her back to urgent care for an allergy test?,"Hello. Welcome to ChatDoctorYour daughter seems to have developed an allergic reaction to something which she came in contact with at night. Was this the first such reaction or has she had similar allergies in the past? It is important to find out what caused the allergy, as re-exposure to it will cause the hives and itching again. Was there any contact with dust, pollen, outdoor plants, insects, pets, any possible bed bugs, mites, or new medication? Any history of eating out, especially seafood, nuts, etc? Did anyone else experience similar symptoms? The Ben Chat Doctor.  Prednisolone may be needed if there is a severe outbreak of rashes. In case of severe symptoms like breathlessness, puffiness of face, lips, go to the ER immediately. Apply calamine lotion over the itchy skin. These are just temporary symptomatic treatments. To prevent further attacks, the trigger cause needs to be found. If this often happens, keep a note of any possible factors, as I mentioned, that could be the trigger each time. Antihistamine needs to be continued till the symptoms subside completely, maybe 3-5 days. Visit the dermatologist if they are persistent even on treatment. Your doctor may suggest blood tests if needed. Skin tests for allergy are generally not done during an active episode of hives. A later date may be given to you. You may be referred to an allergy specialist. For now, continue treatment as advised and observe. Hope this helps.",1,"dust, pollen, insects",Environmental
239,i have chronic allergies to grass pollen post nasal drip earache itchy nose facial pain sore tongue lichen plantus  white tongue tried all nasal sprays and anti histamines and injections of grass pollen to help overcome reaction been suffering for 10 years am over 50,"Cellophane You for contacting Chat Doctor.> Take montelukast one daily for one month. Research has shown that it decreases the allergic symptoms considerably. I would also suggest you to undergo allergy testing at allergy clinic as you have chronic allergy problem. It will tell that you are allergic to what specific thing. The results will help an allergist to prescribe you immunotherapy to that specific allergen, and it will improve the problem. Hope this answers your question. If you have additional questions or follow-up questions then please do not hesitate in writing to us. Wishing you good health.",1,pollen,Environmental
240,My sister has hemodialysis with a shunt in her neck.  Where it is inserted is incredibly itchy and has red spots.  The itch is horrible and she cant even sleep. Its located right where the shunt is inserted.  Any ideas or questions she should ask her dr?  She doesnt think she has a latex allergy.   Thanks.  Please reply to  YYYY@YYYY .,"Respected sir/madamThanks for writing to us. Itching with red spots at the site of shunt formation indicates either allergy to some component used in the process or early infection. Since the consequences of an infection at this site will be awful, it would be prudent to get it evaluated by the concerned physician who has done the procedure. Presence of fever or feeling of loss of well-being favors infection over allergy. Sincerely",1,latex,Contact
241,My 3 1/2 year old girl gets pins and needles in her feet. Gotten nearly every day for past week I reckon. She also has some sort of allergy to chocolate or coco as she gets a constant runny nose if she eats a lot of coco based things. Not confirmed yet but awaiting app with peads doctor. Controlling this myself. Could it be related? Is pins and needles normal for growing child,"Hello. Thank you for asking at Chat Doctor. Many chocolates are rich in a substance called \""histamine\"" which causes immediate running nose after taking them. However, this does not mean she has \""allergy\"" to chocolates, she can consume them in a limited amount. Pins and needles are not considered normal for a growing child nor are they clearly related to chocolate consumption. Sometimes vitamin deficiencies may be causing them. So it will be best for you to consult a pediatrician for pins and needles. Hope this will be helpful to you. Wish your daughter the best of the health. Regards.",1,chocolate,Food
242,"I was just diagnosed with being allergic to cat and dogs.  We had a cat in our house the past 3 years.  We found a new cat for our home so we got rid of the problem.  Im taking Allegra and steriod nasal spray but still experiencing congestion. I did have a CT scan and it show that my inferior turbinates are enlarged.  Is this due to being allergic to our cat?  Will my inferior turbinates get back to normal in a few weeks or months once the dander is out of our home?  If yes, how long will it take?","Hi Welcome to Chat Doctor, Swollen turbinates with sneezing, watering eyes with runny nose could be due to rhinitis (allergic or infective) or acute sinusitis. Here, it can be mostly due to either allergy or viral infection because of our low immunity or allergic to certain substances like dust, pollens or grass. You should take symptomatic treatment,1) Take antibiotics (quinolones like ofloxacin or accolades like azithromycin) to prevent super-infection.2) Take antiallergic Chat Doctor. 3)Take decongestants like phenylephrine if you have congestive symptoms in turbinates, nose and throat.4) Steroid nasal spray like rhinoceros, flonase or became.5) Nebulization twice daily with saline or take steam inhalation 2 to 3 times a day. The best way to cure allergy is to avoid contact with the allergen, so you can make out which particular substance from these cats or dogs is causing it and try to avoid contact it. If still problem persists then you should consult ENT specialist who can recommend you certain blood tests with ESR and X-ray of face to make a diagnosis clear. Hope this information will help you. If still any query then you can ask me.",1,dogs,Pet
243,"Hi, my daughter went out to eat Chinese food yesterday.  She has eaten Chinese before and never had problems, so this is a surprise.  She has also never had allergies to anything like peanuts, etc... Well, last night, I noticed she was getting a red rash all over her body, almost like large splotches all over her body.  This morning, it seems to have worsened.  Should I immediately take her to the doctor?",Cellophane You for contacting Chat Doctor. Your daughter most probably has become allergic to some specific food which has causes these symptoms. As the condition is becoming severe so I would suggest you to take her to hospital where she can be given i/v antihistamine which will suppress the allergic response. Hope this answers your question. If you have additional questions or follow-up questions then please do not hesitate in writing to us. Wishing her good health.,1,peanuts,Food
244,"My daughter ( 10 months old) has milk allergy, she develops rashes all over her body if she takes milk or any milk product like cheese, butter, curd etc. She is ok with Ghee. We have got her Milk allergy test done and the value has come out to be 11.5 whatever that means... Any suggestions from ur side would be helpful..Thanks","Hello, Thank you for asking at Chat Doctor. I went through your daughters history and would like to make suggestions for her as follows",1,cheese,Food
245,"Hello, For the past few years in the summer I would break out with hives and rashes doctor tested me for allergies with blood work I tested positive for coffee, chocolate, peanuts, soy, diary, corn, potatoes, and wheat. And of course dust mites and dogs, and all outdoor stuff. He said I was having synergist effect so gave me drops. The hives did not happen last winter. Now it seems no matter what I eat I am getting scratchy throat , hives, stuffy nose and headache . I also have delayed reactions with stomaches. I have had many other health conditions for last five years. Anxiety is diagnosis with possible fibro. I seem to always feel sick and there is nothing for me to eat. I have many aches and pains that accompany these other symptoms along with what I can describe as a flushing rush through my body at times. I just am getting so frustrated.","Hi, Your all symptoms are related to anxiety and allergy problems. You should take good anti allergic such as combination of loratadine and pseudocode Chat Doctor. 5 mg at night daily for 02 weeks. Initially also take a good antibiotic for throat symptoms such as azithromycin for a period of 05 days. I hope I am successful in solving your query If u have furthered you can ask meet well footage care",1,"chocolate, peanuts, wheat, dust, dogs",Food
246,"So I have had some swelling for a few days now in my ankles. It goes through waves in term of pain and varies from tolerable pain to excruciating pain. The pain seems to come from my ankles and near my hips, making moving almost impossible. The past two days I have developed red lumps, the size of large mosquito bites. They did not hurt at first but today, they are hard and painful. I have not been outside or near anything that could contain bugs that could do harm and ultimately, bite me. I did recently come back from a visit to the midwest and back that was 10 hours each way. I have been to two doctors, in which they took blood and did an ultra sound but I have only received news from one doctor that my blood work is normal (Kidney, Liver, Glucose levels). They did indicate that I did have a slightly higher-then-usual blood pressure which may be an indicator or may be due to my stress and anxiety from this entire situation. I also have been having moments where my ears have been ringing along with lightheadedness. I don t know what it is but I am wondering if its allergy related. Any insight would be fantastic!","Hello, As you have done the blood routine and things are fine there is no infection suspected by the physician. I think that this swelling is related to your travel.  As sitting in continuously for long hours in abnormal posture can lead to changes in the spinal column leading to radiating pain. Also, due to long hours of sitting there will be less venous Chat Doctor.  Do hot water fermentation and keep the leg elevated over the pillow. This will help reduce swelling. Doing some core strengthening exercises is good for the spine to attain the stability of the same. So the alignment is achieved. Rest assured, It's nothing major to look for but a travel-induced effect. Hope I have answered your query. Let me know if I can assist you further. Take care Jay In",1,"mosquito, bite",Insect
247,"Two weeks ago this saturday, we discovered that my 5mo old son has red papul-like spots only on arms and legs. He did however have a couple on face but nothing like arms and legs. Blood work was done and urinalisis and everything looks normal. Almost looks like some type of insect bites like fleas. But it went away for a couple days, and is now back. I am so frustrated! He has eczema and allergic to peanuts. But he only gets formula and/or breastmilk and some rice cereal. Allergist says it could be a form of hives. But they are too symmetrical (circles) for me to believe they would be hives.","Hi, Symmetrical circular skin lesions could be ringworm or atomic dermatitis, or it could be a form of fungal infection. But skin conditions are best diagnosed only after seeing directly. I suggest you to upload photographs of the same on this website, so that I can guide you scientifically. Hope my answer was helpful for you. I am happy to help any time. If you do not have any clarifications, you can close the discussion and rate the answer. Wish your kid good health.",1,peanuts,Food
248,Hi I have had post nasal drip now for a week. At night I cough so much I can t sleep well. now I have a fever. The symptoms are worse at home alleviating during the day.I have been checked for allergies and am alergic to mites cats dogs grass. We have cats which haven t bothered me much in the past. I also get full quickly when eating.,"Hello rearward welcome to Chat Doctor.come have evaluated your query thoroughly.* Suggestions for better recovery-Inhalation of vapors of boiled water with added tincture Benson or Karol plus capsules 5 minutes each 3 times a day with blanket covered over the head.- Gargles with salted lukewarm water added peppermint oil 3 times a day-Avoid exposure to pollen, dust, mites, grass, cats, dogs.- Maintain HY Chat Doctor. - As there is fever, need decongestants, antibiotics, antipyretic after physician check up. Hope this clears your query. Regards.",1,"cats, dogs",Pet
249,"My sister told me that I have a rash on my neck, but I brushed her off because I didn t feel anything. An hour later, I checked in the mirror once it began to itch, and I realized that my collar bone area has a large rash and bumps (and my neck is feeling weird). I just took some Reactin, because I think it was due to allergies, but I m not sure what to do.","Hi, It seems that you may be having contact allergic dermatitis on neck. There may be some cause. Dust, housedust mite, clothes,soap, water,cosmetics, deodarant, pollen.etc. may be responsible. You consult dermatologist for firm diagnosis. Antihistamines like levocetirizine may be taken. If needed, steroids in tampering dose may be taken. Apply mild steroid cream. Avoid contact with suspected allergens. You may be benefitted. I hope you got my answer. Thanks.",1,"dust, pollen",Environmental
250,"Hello a few days ago I noticed a bit of a rash on my arms and my eyes where a bit red above the pharmacist said I was having an allergic reaction . The next day I woke up and my hands where stuff and swollen and my rash had spread. I went to the dr she gave me a referall to the allergy dr and a mild steroid cream for the rash and told me to take an antihistemine twice a day. Now my rash has spread even more its all over my legs, arms feet and hands. The swelling in my hands has gone down but the joint pain is still there. I m starting to get very concerned and can t sleep cuz of the itching.",YOU NEED TO KNOW CAUSE WHICH CAUSED MAY BE MEDICINES TAKEN FOR OTHER DISEASE PCM IBUPROFEN VITAMINS CALCIUM DIET SUPPLEMENTS CALCIUM CAN CAUCASOID COCONUT WALNUT GROUND NUT ALMONDS AND SODA OIL USE OLIVE FOR COOKING AN APPLICATION NO FATTY OILY GREEDY FOODS EE ANY CHANGE OF SOA SHAMPOO CREAMS LENA DYES AND OTHER BODY APPLICATION MATERIAL SUSE NON-TOXIC SHAMPOO REAMS MISTAKE FEXOFENADINE 120 MG BD AN ATARI 10 MG MISAPPLY CALAMINE ON ROYALS NEED TO ADD SOME NONALLERGIC OINTMENTS MOMETASONE ON AFFECTED SKINNY TAKE 3 WK,1,nut,Food
251,"I am a 45 year old male, & I am experiencing a light oozing, yet sometimes heavy oozing, behind my left side ear on the crease from the ear itself to the scalp now since around Thanksgiving time. It starts from the top, going down the back side of the ear itself, around 1 cm. I ve put Neosporin on it, on a few occasions in the past couple weeks. It seems to get better, but temporarily. It doesn t itch or smell, but burns like it s raw to the touch. I try not to touch it, but it continually oozes. I just recently noticed, that I now have a red dime size scab near my temple on the same side. I shower daily, as I am a cook at a restaurant. I have no other health issues or allergies known. Other than an occasional out break of dry skin on my nose or hands in cold weather. In the last couple of days here, my wife has mentioned red spots under the skin all over the side of my face on the same side also, some dry skin spots on the outside (eczema?). Any thoughts would be appreciated! Sincerely, David L. Christmas 1/12/2014","Hi, Welcome to Chat Doctor forum.  It appears to be the allergic reaction to something you are using recently, may be food, clothes, wool, soap, or cosmetics etc. Or else it may be due to the fungal infection, wit superinfecton of bacteria.  I advise you to consult a dermatologist for diagnosis and treatment.  I usually prescribe to my patient with such symptoms fluconazole150 stat, penicillin, and grisofulvin and mild steroid cream for local application.  Wishing for a quick and complete recovery. Thank you.",1,penicillin,Drug
252,"My old-year old boy had cows milk as a drink for the first time last weekend and several hours later developed a rash across his face, mainly on his nose and hairline and behind his ears. It didn t seem to bother him. The next day he had it on his body, front and back but not on his arms and legs. It looked a bit like a heat rash, was flat and pale. It all cleared up 24 hours after it appeared. Could this be an allergic reaction to milk? He has been having cheese, yogurts and cows milk on cereals since 6 months with no reaction.","Hi, If he was already using cow milk in weaning diet without any issues, the present rash is unlikely a reaction to milk. It might be an unrelated rash, like viral, which is unlikely allergic (as it is flat and non-itchy). Anyhow, since it has already disappeared and was not hurting him, we need not worry. We can evaluate further in case the rash returns, or he becomes febrile. No need to withhold cow milk as of now. Hope I have answered your question. Let me know if I can assist you further.",1,cheese,Food
253,hi there   my wife  has a rash raised and bumps  on both the arm and leg on left side   also  her muscles hurt on this side and she has a headache     is this  a allergic reaction to something she ate     started last night after   she ate peanuts  and has no  history of peanut allergy,"Hello, Thank you for posting on Chat Doctor. The condition you have referred to is called Urticaria or hives. It's an allergic manifestation of skin, where an allergen leads to release of certain substances from your blood, leading to itchy skin rash and swelling over soft tissues. Its proper management requires thorough history, clinical and laboratory work-up. You may have to go for specific tests like patch test, food prick test, IGE antibody levels etc. As for treatment part, best would be the avoidance of allergen as far as possible. Try to eliminate possible triggering foods from diet. I would also advise you various antihistamines for long duration(at least 3 months) with or without oral corticosteroids. For non-responding cases there are many other Chat Doctor.  Hope this will help you in resolving your query. Thank you",1,"peanuts, peanut",Food
254,"i have recently been made aware of living with mold in my apartment building. I have had symptoms of chronic headaches, stuffy nose, stiff joints aches everywhere and tendonitis since moving here 1 year ago. I had been referred to a rheumatologist in December and he conceived that I have pallindromio arthritis with tendonitis and treating me with plaquenil (didn t work, made it worse for 2 months) followed by sulfasalazine ( allergy to for 1 week) and now dioxycycline for the last 3 weeks. i had a blood test on monday this week and they called telling me my white blood count was high (18.5) and to schedule a visit to my pcp. I would like to know if I should call him back with the finding of the mold (it s had to have been here for years, black, almost tarry in the basement).",AS YOU DESCRIBED THAT YOU HAVE LONG ALLERGIES AND Mold IS ONE OF THE CAUSES GO FOR TREATMENT AND GET CONSULTATION WITH ALLERGY DOCTOR WHO WILL FIND CAUSE AND TREAT THIS TIME IS TIME TO CLEAR THIS EPISODE YOU HAVE ALLERGIC FUNGAL SINUSITIS WHICH GIVE SAME SIGNS WBC IS HIGH DUE TO INFECTIONSTART METRONIDAZOLE 200 MG BD FOR 5-7 DAYS AS IT IS BEST TO TREAT SINUS INFECTIONTAKE FLUCONAZOLE 150 MG ONCE A WEEK FOR 4-6 WEEK ADD ANTI-ALLERGIC FEXOFENADINE 120 MG BAND TAB FLUNARAZINE 5 MG NIGHT ADD LIQUID ANTACID MISAPPLY AUREOMYCIN H EYE OINTMENT IN NOSE BD SEA WATER 2 Chat Doctor.,1,mold,Environmental
255,"hello please help me. my name is lisa..I am 23 years old, and ever since i can remember i have always had stomach problems, constipation always, lactose intolarante, gas, abdominal pain, I got diagnosed with IBS at age 20 . now that im 23, 6 months ago i went to subway and ate chiken and dumplings, witch i had never had before, as soon as  I got home i started itching later that day my whole body was covered in big red welts. then my foot became swollen, I took benaeryl and the next day my other foot was swollen my hands and my eyes i coulnt even walk.. i went to the emergency room and they game me shots that made the swelling a little better.. it took about 2 weeks for all the marks on my body to go away.. NOW i have this uncontrolable iching with little bumps all over my arms legs thighs... I went to a allergist specialist and after preforming about 40 diffrent foods pricks on my back right away ALL OF THEM TURNED RED ,BIG RED MARKS. I have been searching and searching on the web and CANNOT find anything about the tests coming out ALL positive... The doctor game me 2 sheets showing the numbers and most of them are 5.5  some 6.5 some 7.5.. and he said I have DERMAOGRAPHIC ... I really dont understand.. I cant stop itching. am I allergic to all foods... ??? please someone help me..","Hello Lisa, Thank you for asking at Chat Doctor. There are two types of allergy tests - skin prick test (which you have been undergone) and serum tests (Immunogen or LAST). I suggest you not to be worried by test results. These tests are not 100%. They only complement a clinicians decision about diagnosis of your food allergy. If you are demographic, skin testing will give you what we call false positives (means even if test is positive you are not allergic to it). So in a demographic person, skin testing is not a reliable test. So forget the results of skin test if you are demographic!! Diagnosis of food allergy requires a very detailed history about your symptoms & your diet, right from very beginning when you had your first allergy symptoms. This requires a detailed consultation. After suspecting the foods you may be allergic to, you may be advised serum allergy tests to support the diagnosis. The best diagnosis of food allergy is by food challenge which is done at specialized allergy centers. I would suggest you to keep a food diary in which you can keep note of food taken (including ingredients) and every symptom you developed, with time & date. This will help you and your doctor to suspect what is it that may be causing symptoms. Common food allergies are milk, wheat, peanut, tree nuts, soy, eggs, fish & shellfish. But one can be allergic to any other food substances from routine diet. Also, I should tell you that there are other gastrointestinal disorders which may mimic food allergy and there is food intolerance (in simple words it means one cannot tolerate some foods) also. A gastroenterologist consultation would be helpful to you if you don't have food allergy. So I would suggest you not to think that you are allergic to all foods! Also, I would suggest you to take an antihistamine (levocetirizine or cetirizine or fexofenadine) and montelukast daily to control your symptoms. Wish you best of the health. Regards.",1,"wheat, peanut, eggs, fish, shellfish",Food
256,"i have allergy, and asthma. I have itching in my skin.Also there is so much small pimples. how should i takecare of my skin.I have dermatitis","Hello, people with asthma are prone to have Chat Doctor. Avoid allergens that can increase this like cosmetics. Avoid dust smoke. Wash your face regularly with a mild face wash.in case of allergy contact the physician regarding the same. Continue your medication as per advise. Do not self-medicate.in case if the allergy worsen call the emergency number.I hope I have answered your query. Take care and contact Chat Doctor in case of further query",1,dust,Environmental
257,Hi I got some hives on Easter they were red I had eaten som crap in a stuffed mushroom on accident so I figured it was that. Because im allergic to shrimp. A few days later I laid out by a pool I noticed the Hives turned brown and have not gone away.they look like little freckles everywhere. Any suggestions ?,Cellophane You for contacting Chat Doctor. Allergic reaction takes few days to recover. I would suggest you following things,1,shrimp,Food
258,"I have been experiencing re-occuring head colds. The symptoms usually last about 2-3 weeks and started happening in December. They include sore throat, dry cough, runny nose, fatigue, and labored breathing. I have had about 5 cases of the same-exact cold since December and I cannot seem to find relief. My doctor told me to try allergy medication which did not provide relief. I also tried over the counter cold medicine with no results. I have had asthma since I was a child which may explain the breathing difficulties but my health care provider noticed a heart murmur at my appointment last week. I am just wondering if these symptoms could be related with an underlying issue or if there is anyway to relieve my symptoms.","Hello. Thank you for asking at Chat Doctor. I went through your history. Recurrent runny nose, cough, sore throat etc. are usually due to allergies. I would suggest you to take daily regular montelukast & levocetirizine for 1 week. As you have asthma since childhood, and you are also had difficulty in breathing, I would suggest you to get a test called Spirometry with post-bronchodilator reversibility test done. This will help to know your lung function as well as status of your asthma. Although montelukast will help in asthma, depending upon results of spirometry, you may need regular inhaled corticosteroids. I would also suggest regular breathing exercises and avoidance of smoke-dust-air pollution as much as possible. Regarding heart murmur, Echocardiography will be helpful to know structure and functioning of your heart. Hope this will be helpful to you. Wish you best of the health. Regards.",1,"dust, pollution",Environmental
259,"i have had a sore throat and cold for a couple of days now and today my legs are aching pretty bad. just wondering if i should see a doctor or just let it run its course? also i have problems with my nose running constantly and have done allergy shots to no avail. they say its just allergies cause i had a ct scan of nasal passages and the allergy testing which said i was allergic to pollen , certain oak trees, ect... i have to have tissues with me 24/7..are there any meds you can suggest to help this? i use nose spray which does help a little bit but does not stop it..","Hi, Thanks for using the Chat Doctor. Thanks for giving good history. Since it is allergic rhinitis you have to use intro nasal steroid (Alone) is the gold standard according to WHOm. Alone is mometasone furnace which has almost nil systemic absorption, so there will be no side effects unlike any other Chat Doctor.  Along with Alone you can also start on Singular(Montelukast) 10 mg if you are more than 15 years (5 mg for 6-14years) once daily in evening, and you can see improvement. Since you have allergic rhinitis the chances of getting asthma is also more so better to have those",1,pollen,Environmental
260,"hello sir my name is sadiq i am from Hyderabad my age is 28 y ,i am facing dust allergy since 3 yeras the symtoms  are like A runny nosePersistent stuffinessPostnasal dripDecreased or no sense of smellLoss of sense of tasteFacial pain or headacheSnoringItching around your eyes.these are the symtoms when the allergy are effected sometimes it will get siviour sometimes normal when cold happend then it will get i had used tablets like RUPANEX.please give u r right sugeesion to whoom i concern to get healthy .","Hi Sadiq, Welcome to Chat Doctor. You symptoms point to an allergic etiology as you mentioned. But it may not be dust allergy, can also be mold, pets or pollen. The allergen has to be identified. Keeping a note of daily activities will be helpful. Avoidance of allergen is the best treatment. You may also need a patch test to identify the allergen. Chat Doctor.  Always watch for breathlessness and edema, such situation warrants admission and intravenous steroids. So rush to your nearest clinic. I feel you should consult your physician for a patch test of common allergens. Do reply in case of any queries. Thank you.",1,dust,Environmental
261,"I am down with sore throat and I feel i have thorns in my throat. Every winter I suffer from this since the age of 15.I am 37 now.Last year I even landed up with shortness of breath and breathing difficulty for almost 6mths.Then I got this In vitro allergy test done.The results were shocking as it shows that iam allergic to milk,onion,lemon,tomatoes,yeast..........the list is very long.Can u believe that I am even allergic to paracetamol.Since this test i am religiously avoiding all the food items,medicines,inhalents etc.This winter this is my second episode.I have dry cough,almost no congestion but  continious coughing.help me please with a long term solution.","Hello, Thank you for asking at Chat Doctor. I went through your history and would like to make suggestions for you as follows",1,tomatoes,Food
262,"hi...i am suffering from severe sneezing ...its an allergic reaction to something which i dont know...i get it too often....almost daily .....whats the reason for this allergy ?....i use Duonase nasal spray ..but i want to have complete remedy for this ...my day gets disturbed ..i get watery eyes and pain around the eyes and severe nasal congestion . regards, Renju","Hello dear... The symptoms as mentioned in your post suggest that you might be having Allergic rhinitis. Duonase contains Elastane, an antihistamine preparation which provides relief from symptoms associated with allergic rhinitis. And Fluticasone, which takes care of the inflammation. Also... Montelukast preparation can be used as a maintenance therapy to relieve symptoms of seasonal allergies. If symptoms still persist, it will be better to consult an ENT specialist. Other than that...maintain adequate HY Chat Doctor. Also make sure that you are well protected from cold, dust & other allergens. Wishing you a good health. Thanks & take care.",1,dust,Environmental
263,"I am a 57 year old woman, basically very healthy, though I get a lot of colds (probably from my 10 year old students).  I have developed a cough that resonates very deeply in my chest, and, when I lie down, I can hear all sorts of gurgling and wheezing sounds.  I got myself kind of worked up last night, I think, and also had very sharp pains across my chest that did not feel like reflux or indigestion, but certainly could have been. I do have other cold symptoms (needing to blow my nose), but no fever.  As I said, I have had lots of colds in my life, but this one is presenting quite differently from anything I have ever had.  Another factor is that I do have asthma (mold allergy), but it is mild and I only use my inhaler about a dozen times a year.  I live in New England, though, and the mold from wet leaves is probably quite high right now.  Thanks very much for any insight you can give me.","Hello dear, The symptoms as mentioned in your post can be attributed to acute exacerbation of asthma, secondary to a respiratory tract infection. Management involves",1,mold,Environmental
264,"My 8 month old has had a runny nose (clear mucous) and watery eyes (no redness) for the last three days. She doesn t appear to be fussy or uncomfortable. I do hear the congestion in her nose when she is breathing. Does this sound like a cold, or an allergy?","Hello, This sounds like a reaction to pollen and changing weather. But in general, we don't consider babies to have true seasonal allergies until they are a bit older. You have to live through a few seasons of pollen before you can have a true immune allergy response. But, pollen is an irritating molecule and babies little noses and little eyes can get irritated and make mucous just upon exposure to varying levels of pollen (or dust, or animal dander, smoke). If there is no fever or cough then she probably doesn't have a cold. Hope I have answered your question. Let me know if I can assist you further.",1,"pollen, dust",Environmental
265,"I recently purchased some organic chocolate milk with alkaline cocoa in it.  My 3 1/2 year old has been drinking milk her entire life without issue...but since she started drinking this, she has broken out in a red rash on her face and arm.  The rash on her arm went away fairly quickly, but the rash on her face still persists.  It did get better overnight, but when she drank more chocolate milk, it became worse again.  It doesnt seem to bother her at all, but it is dry and red.  If she has no other issues with milk, can she be allergic to something in the chocolate milk (she has had chocolate syrup in milk many times with no issues either).  This is the only think we have changed in our daily routine.  Thank you so much!","Hello, Thank you for asking at Chat Doctor. I went through your history and would like to make suggestions for your daughter as follows",1,chocolate,Food
